(((1*6)-(6/4))/((5*3)*3))	(/(-(*16)(/64))(*(*53)3))	(((16*)(64/)-)((53*)3*)/)
(((2/5)/(8/7))/((9+2)*(0*3)))	(/(/(/25)(/87))(*(+92)(*03)))	(((25/)(87/)/)((92+)(03*)*)/)
(((7+7)*8)-(8+(9*7)))	(-(*(+77)8)(+8(*97)))	(((77+)8*)(8(97*)+)-)
(((7*3)/(6-3))+((9*1)/(7+1)))	(+(/(*73)(-63))(/(*91)(+71)))	(((73*)(63-)/)((91*)(71+)/)+)
(((7*2)-(0*0))/((3/0)+(5/4)))	(/(-(*72)(*00))(+(/30)(/54)))	(((72*)(00*)-)((30/)(54/)+)/)
(((1+6)-0)+((2+5)*4))	(+(-(+16)0)(*(+25)4))	(((16+)0-)((25+)4*)+)
(((2*0)-(2+8))+(6+2))	(+(-(*20)(+28))(+62))	(((20*)(28+)-)(62+)+)
(((3/0)-(2/4))*((7-4)*(5-4)))	(*(-(/30)(/24))(*(-74)(-54)))	(((30/)(24/)-)((74-)(54-)*)*)
((2/(3/7))/((1*2)*(6-6)))	(/(/2(/37))(*(*12)(-66)))	((2(37/)/)((12*)(66-)*)/)
(((9+1)+(1+0))/((3/6)*(0+6)))	(/(+(+91)(+10))(*(/36)(+06)))	(((91+)(10+)+)((36/)(06+)*)/)
(((6-3)/(6+7))+(0/1))	(+(/(-63)(+67))(/01))	(((63-)(67+)/)(01/)+)
(((5*5)-(7*7))/((0-8)+(8+8)))	(/(-(*55)(*77))(+(-08)(+88)))	(((55*)(77*)-)((08-)(88+)+)/)
(((6/9)*(6-3))*((2*7)-9))	(*(*(/69)(-63))(-(*27)9))	(((69/)(63-)*)((27*)9-)*)
(((7*5)*9)+(3*(1*9)))	(+(*(*75)9)(*3(*19)))	(((75*)9*)(3(19*)*)+)
(((2/6)*(7+9))/((6-4)+5))	(/(*(/26)(+79))(+(-64)5))	(((26/)(79+)*)((64-)5+)/)
(((8+3)*(4+5))/((1*8)+(9/5)))	(/(*(+83)(+45))(+(*18)(/95)))	(((83+)(45+)*)((18*)(95/)+)/)
((3*(7+5))-((5-6)*(0+5)))	(-(*3(+75))(*(-56)(+05)))	((3(75+)*)((56-)(05+)*)-)
((0+2)+(9-(5-9)))	(+(+02)(-9(-59)))	((02+)(9(59-)-)+)
(((0/7)-(9/8))*(7-(6+4)))	(*(-(/07)(/98))(-7(+64)))	(((07/)(98/)-)(7(64+)-)*)
((4+0)-((5/3)/(4-4)))	(-(+40)(/(/53)(-44)))	((40+)((53/)(44-)/)-)
(((0+7)-(9-1))+(3/(3-7)))	(+(-(+07)(-91))(/3(-37)))	(((07+)(91-)-)(3(37-)/)+)
(((8+9)-(5-5))/(0+0))	(/(-(+89)(-55))(+00))	(((89+)(55-)-)(00+)/)
(((6+0)*(2+6))+((2/0)+0))	(+(*(+60)(+26))(+(/20)0))	(((60+)(26+)*)((20/)0+)+)
(((0*6)-(1/0))+((3-4)/(8+6)))	(+(-(*06)(/10))(/(-34)(+86)))	(((06*)(10/)-)((34-)(86+)/)+)
(((0/9)/6)*((0/6)+(8-4)))	(*(/(/09)6)(+(/06)(-84)))	(((09/)6/)((06/)(84-)+)*)
(((8/9)/(1*5))+((6/0)/1))	(+(/(/89)(*15))(/(/60)1))	(((89/)(15*)/)((60/)1/)+)
((5-(6+9))-((0*7)-(3+4)))	(-(-5(+69))(-(*07)(+34)))	((5(69+)-)((07*)(34+)-)-)
(((8/5)/(9*3))/((9/7)-(5-7)))	(/(/(/85)(*93))(-(/97)(-57)))	(((85/)(93*)/)((97/)(57-)-)/)
((1-(5*8))*(6+(7+5)))	(*(-1(*58))(+6(+75)))	((1(58*)-)(6(75+)+)*)
(((4*8)*(1*2))+((9+6)/(8-4)))	(+(*(*48)(*12))(/(+96)(-84)))	(((48*)(12*)*)((96+)(84-)/)+)
(3/((4-0)-(7/4)))	(/3(-(-40)(/74)))	(3((40-)(74/)-)/)
(((3*8)*(9/8))+((1/8)-(6-9)))	(+(*(*38)(/98))(-(/18)(-69)))	(((38*)(98/)*)((18/)(69-)-)+)
(((6*3)+9)+((0/2)-(2-0)))	(+(+(*63)9)(-(/02)(-20)))	(((63*)9+)((02/)(20-)-)+)
(((3*3)-(1*5))-((5/5)-(9+2)))	(-(-(*33)(*15))(-(/55)(+92)))	(((33*)(15*)-)((55/)(92+)-)-)
(((9*0)-(6-7))/((1-8)/(2-6)))	(/(-(*90)(-67))(/(-18)(-26)))	(((90*)(67-)-)((18-)(26-)/)/)
(((7/6)-(8-3))+((9+1)-(7*6)))	(+(-(/76)(-83))(-(+91)(*76)))	(((76/)(83-)-)((91+)(76*)-)+)
(((1-4)*(7/6))+((1*5)*(1*3)))	(+(*(-14)(/76))(*(*15)(*13)))	(((14-)(76/)*)((15*)(13*)*)+)
(((9/4)*6)/((7+1)*(6-0)))	(/(*(/94)6)(*(+71)(-60)))	(((94/)6*)((71+)(60-)*)/)
((5-(1+7))+((5-7)+(4+2)))	(+(-5(+17))(+(-57)(+42)))	((5(17+)-)((57-)(42+)+)+)
(((2+8)/(8/8))/((1*2)-(3-4)))	(/(/(+28)(/88))(-(*12)(-34)))	(((28+)(88/)/)((12*)(34-)-)/)
(((4*9)/(3*6))/(9-(5/4)))	(/(/(*49)(*36))(-9(/54)))	(((49*)(36*)/)(9(54/)-)/)
((8/5)*((3/0)-(0-5)))	(*(/85)(-(/30)(-05)))	((85/)((30/)(05-)-)*)
(((6+2)-(9/7))/((4/6)*(2+2)))	(/(-(+62)(/97))(*(/46)(+22)))	(((62+)(97/)-)((46/)(22+)*)/)
(((4*6)-(1/3))+((3*6)+(2-7)))	(+(-(*46)(/13))(+(*36)(-27)))	(((46*)(13/)-)((36*)(27-)+)+)
(((5-1)*(1+6))*((3/1)/(5+0)))	(*(*(-51)(+16))(/(/31)(+50)))	(((51-)(16+)*)((31/)(50+)/)*)
((2*(2/7))*((5*6)+(9+8)))	(*(*2(/27))(+(*56)(+98)))	((2(27/)*)((56*)(98+)+)*)
(((4/7)*(8+6))/(1+(2-2)))	(/(*(/47)(+86))(+1(-22)))	(((47/)(86+)*)(1(22-)+)/)
(((9+3)+(9-7))-((0+9)*7))	(-(+(+93)(-97))(*(+09)7))	(((93+)(97-)+)((09+)7*)-)
(((0+0)-(1+0))+((9*2)*(0+5)))	(+(-(+00)(+10))(*(*92)(+05)))	(((00+)(10+)-)((92*)(05+)*)+)
((4+(8/8))/(4-(3*4)))	(/(+4(/88))(-4(*34)))	((4(88/)+)(4(34*)-)/)
(((7*8)/(4+0))/((9+9)+(6*7)))	(/(/(*78)(+40))(+(+99)(*67)))	(((78*)(40+)/)((99+)(67*)+)/)
(((2+3)-9)+((2/0)-(7*9)))	(+(-(+23)9)(-(/20)(*79)))	(((23+)9-)((20/)(79*)-)+)
(((5*9)/3)*((7/2)-(7*4)))	(*(/(*59)3)(-(/72)(*74)))	(((59*)3/)((72/)(74*)-)*)
(((0/4)+(5-1))/((2*6)/(3+4)))	(/(+(/04)(-51))(/(*26)(+34)))	(((04/)(51-)+)((26*)(34+)/)/)
(((5*3)-(0-8))-((7*2)+(7-8)))	(-(-(*53)(-08))(+(*72)(-78)))	(((53*)(08-)-)((72*)(78-)+)-)
(((7+0)-(0*9))-(8/(5-2)))	(-(-(+70)(*09))(/8(-52)))	(((70+)(09*)-)(8(52-)/)-)
(((9+6)*(7+4))*((0-2)/(1*9)))	(*(*(+96)(+74))(/(-02)(*19)))	(((96+)(74+)*)((02-)(19*)/)*)
((1-(0*6))/((6*1)*5))	(/(-1(*06))(*(*61)5))	((1(06*)-)((61*)5*)/)
(((0*5)+(4/0))*(4*(3-8)))	(*(+(*05)(/40))(*4(-38)))	(((05*)(40/)+)(4(38-)*)*)
(((0-8)+(2*7))*((0+0)+(3/3)))	(*(+(-08)(*27))(+(+00)(/33)))	(((08-)(27*)+)((00+)(33/)+)*)
(((8+6)-(0*7))*((5+7)+(7/1)))	(*(-(+86)(*07))(+(+57)(/71)))	(((86+)(07*)-)((57+)(71/)+)*)
(((4+9)+1)*((9/5)+(5-3)))	(*(+(+49)1)(+(/95)(-53)))	(((49+)1+)((95/)(53-)+)*)
(((4*7)/(6*1))+((0-1)-(9+5)))	(+(/(*47)(*61))(-(-01)(+95)))	(((47*)(61*)/)((01-)(95+)-)+)
(((1+9)+9)*(7/(1-2)))	(*(+(+19)9)(/7(-12)))	(((19+)9+)(7(12-)/)*)
((4*(4*0))/((4*6)-(2/6)))	(/(*4(*40))(-(*46)(/26)))	((4(40*)*)((46*)(26/)-)/)
(((9*7)+(6+9))/((2-6)/(8*3)))	(/(+(*97)(+69))(/(-26)(*83)))	(((97*)(69+)+)((26-)(83*)/)/)
(((1+7)+(4+4))*((6*5)*(2-4)))	(*(+(+17)(+44))(*(*65)(-24)))	(((17+)(44+)+)((65*)(24-)*)*)
(((9+5)/1)-((4*5)*(2-5)))	(-(/(+95)1)(*(*45)(-25)))	(((95+)1/)((45*)(25-)*)-)
(((0-9)/(2*8))/(4-(6+0)))	(/(/(-09)(*28))(-4(+60)))	(((09-)(28*)/)(4(60+)-)/)
(((6-0)-(1-1))+(5/(2/7)))	(+(-(-60)(-11))(/5(/27)))	(((60-)(11-)-)(5(27/)/)+)
(((2+0)*5)/(5+(5-9)))	(/(*(+20)5)(+5(-59)))	(((20+)5*)(5(59-)+)/)
(((3-4)*(6/1))/((4*6)+(0-8)))	(/(*(-34)(/61))(+(*46)(-08)))	(((34-)(61/)*)((46*)(08-)+)/)
(((4+3)*(1/8))/(2*(4*8)))	(/(*(+43)(/18))(*2(*48)))	(((43+)(18/)*)(2(48*)*)/)
((7+(9-5))+((7*7)*(9*2)))	(+(+7(-95))(*(*77)(*92)))	((7(95-)+)((77*)(92*)*)+)
(((1*2)+(1+0))/((2+9)*(6-4)))	(/(+(*12)(+10))(*(+29)(-64)))	(((12*)(10+)+)((29+)(64-)*)/)
(((0+0)+(6/7))/(0-6))	(/(+(+00)(/67))(-06))	(((00+)(67/)+)(06-)/)
(((0*8)*(5/5))*(4/6))	(*(*(*08)(/55))(/46))	(((08*)(55/)*)(46/)*)
(((3+6)/(1/2))-(0/(2*2)))	(-(/(+36)(/12))(/0(*22)))	(((36+)(12/)/)(0(22*)/)-)
((2/9)*((3-9)/1))	(*(/29)(/(-39)1))	((29/)((39-)1/)*)
(((1*3)*(0*6))/((4/1)+(3*3)))	(/(*(*13)(*06))(+(/41)(*33)))	(((13*)(06*)*)((41/)(33*)+)/)
((2+(5+1))/((8-0)+(5+9)))	(/(+2(+51))(+(-80)(+59)))	((2(51+)+)((80-)(59+)+)/)
(((6*5)+(4-9))*((5-3)*(0*4)))	(*(+(*65)(-49))(*(-53)(*04)))	(((65*)(49-)+)((53-)(04*)*)*)
((8-4)*((7-5)*(7/2)))	(*(-84)(*(-75)(/72)))	((84-)((75-)(72/)*)*)
(((9+3)+7)*((4-1)/(9-7)))	(*(+(+93)7)(/(-41)(-97)))	(((93+)7+)((41-)(97-)/)*)
(((4+0)-(5-6))+((5+1)*4))	(+(-(+40)(-56))(*(+51)4))	(((40+)(56-)-)((51+)4*)+)
(((6/0)/(1/2))-((6*8)/(7/2)))	(-(/(/60)(/12))(/(*68)(/72)))	(((60/)(12/)/)((68*)(72/)/)-)
(((7-3)*(8+3))+((8/3)/(1-5)))	(+(*(-73)(+83))(/(/83)(-15)))	(((73-)(83+)*)((83/)(15-)/)+)
(((5/8)-(5/7))+((6/3)*2))	(+(-(/58)(/57))(*(/63)2))	(((58/)(57/)-)((63/)2*)+)
(((0*5)/1)-((6/0)/7))	(-(/(*05)1)(/(/60)7))	(((05*)1/)((60/)7/)-)
(((0-7)*(9/0))*((0-5)+2))	(*(*(-07)(/90))(+(-05)2))	(((07-)(90/)*)((05-)2+)*)
((1/1)-((1*2)-(0-2)))	(-(/11)(-(*12)(-02)))	((11/)((12*)(02-)-)-)
(((5/7)-4)-((4+1)+(0/2)))	(-(-(/57)4)(+(+41)(/02)))	(((57/)4-)((41+)(02/)+)-)
(((2/8)/(1*2))/((1*4)*6))	(/(/(/28)(*12))(*(*14)6))	(((28/)(12*)/)((14*)6*)/)
((5+(5+4))/((1*6)+(6+2)))	(/(+5(+54))(+(*16)(+62)))	((5(54+)+)((16*)(62+)+)/)
((0*(0*9))-(9-(4*9)))	(-(*0(*09))(-9(*49)))	((0(09*)*)(9(49*)-)-)
(((1+3)*(4*6))+((2/9)/(0*0)))	(+(*(+13)(*46))(/(/29)(*00)))	(((13+)(46*)*)((29/)(00*)/)+)
(((3/5)-(6-2))/((9*2)+(6/3)))	(/(-(/35)(-62))(+(*92)(/63)))	(((35/)(62-)-)((92*)(63/)+)/)
(((5*2)-(9/0))/((0+4)-4))	(/(-(*52)(/90))(-(+04)4))	(((52*)(90/)-)((04+)4-)/)
(((3-9)*(9/2))-((1*7)-(8*3)))	(-(*(-39)(/92))(-(*17)(*83)))	(((39-)(92/)*)((17*)(83*)-)-)
(((8+2)-(7+9))-((8/6)-(9-4)))	(-(-(+82)(+79))(-(/86)(-94)))	(((82+)(79+)-)((86/)(94-)-)-)
(((8-1)*(3/6))+((7/5)*3))	(+(*(-81)(/36))(*(/75)3))	(((81-)(36/)*)((75/)3*)+)
(((9*5)/(6-1))*((2*8)*(5-5)))	(*(/(*95)(-61))(*(*28)(-55)))	(((95*)(61-)/)((28*)(55-)*)*)
((8+2)/((2/2)/(0-3)))	(/(+82)(/(/22)(-03)))	((82+)((22/)(03-)/)/)
(((4-6)-(7*3))+((9/1)-(8/6)))	(+(-(-46)(*73))(-(/91)(/86)))	(((46-)(73*)-)((91/)(86/)-)+)
(((3+4)*(3*1))/((7-0)+(4/2)))	(/(*(+34)(*31))(+(-70)(/42)))	(((34+)(31*)*)((70-)(42/)+)/)
(((9-7)+(7+0))-((5/6)/(6/1)))	(-(+(-97)(+70))(/(/56)(/61)))	(((97-)(70+)+)((56/)(61/)/)-)
(((4+2)*(9*2))+(3+(7/9)))	(+(*(+42)(*92))(+3(/79)))	(((42+)(92*)*)(3(79/)+)+)
(((9/2)*(8*2))*((1/6)+0))	(*(*(/92)(*82))(+(/16)0))	(((92/)(82*)*)((16/)0+)*)
(((5-6)/1)*((0-1)*(5*2)))	(*(/(-56)1)(*(-01)(*52)))	(((56-)1/)((01-)(52*)*)*)
(((7-4)*1)+((9-8)*(8-6)))	(+(*(-74)1)(*(-98)(-86)))	(((74-)1*)((98-)(86-)*)+)
(((8*7)-(7/4))/((2+7)-(5-2)))	(/(-(*87)(/74))(-(+27)(-52)))	(((87*)(74/)-)((27+)(52-)-)/)
(((9*4)+(5*6))-((7+8)+(2-0)))	(-(+(*94)(*56))(+(+78)(-20)))	(((94*)(56*)+)((78+)(20-)+)-)
(((4-6)-(6/9))+((2/9)-(4+5)))	(+(-(-46)(/69))(-(/29)(+45)))	(((46-)(69/)-)((29/)(45+)-)+)
(((8/9)/(6/9))-(1/(4+9)))	(-(/(/89)(/69))(/1(+49)))	(((89/)(69/)/)(1(49+)/)-)
(((2/1)/(0/6))/(6*(7+0)))	(/(/(/21)(/06))(*6(+70)))	(((21/)(06/)/)(6(70+)*)/)
(((2+5)*(3/3))+((0*5)/(6-3)))	(+(*(+25)(/33))(/(*05)(-63)))	(((25+)(33/)*)((05*)(63-)/)+)
((8+(3+0))-((8+8)/3))	(-(+8(+30))(/(+88)3))	((8(30+)+)((88+)3/)-)
(((9+8)-(9/4))-((8/3)/(9/7)))	(-(-(+98)(/94))(/(/83)(/97)))	(((98+)(94/)-)((83/)(97/)/)-)
(((4+2)-8)/((1/5)+(4*6)))	(/(-(+42)8)(+(/15)(*46)))	(((42+)8-)((15/)(46*)+)/)
(((2*4)*8)-((0/0)/(0/9)))	(-(*(*24)8)(/(/00)(/09)))	(((24*)8*)((00/)(09/)/)-)
(((3/7)+1)/((1*4)+(0-8)))	(/(+(/37)1)(+(*14)(-08)))	(((37/)1+)((14*)(08-)+)/)
(((4*8)*(6+4))+((9+0)+(7*7)))	(+(*(*48)(+64))(+(+90)(*77)))	(((48*)(64+)*)((90+)(77*)+)+)
(((4*2)/3)-((4*3)+(2/6)))	(-(/(*42)3)(+(*43)(/26)))	(((42*)3/)((43*)(26/)+)-)
((4+(7+9))-((0*1)+(7/8)))	(-(+4(+79))(+(*01)(/78)))	((4(79+)+)((01*)(78/)+)-)
((3*3)+((5+9)*(4*4)))	(+(*33)(*(+59)(*44)))	((33*)((59+)(44*)*)+)
(((9+4)-(7-3))-((5/5)*(9+0)))	(-(-(+94)(-73))(*(/55)(+90)))	(((94+)(73-)-)((55/)(90+)*)-)
((7/(3+8))-((0-2)+(4-9)))	(-(/7(+38))(+(-02)(-49)))	((7(38+)/)((02-)(49-)+)-)
((6/5)+((5+7)-(0-0)))	(+(/65)(-(+57)(-00)))	((65/)((57+)(00-)-)+)
(((5*9)-4)/((2*9)+7))	(/(-(*59)4)(+(*29)7))	(((59*)4-)((29*)7+)/)
(((5+5)-(1+1))/(4/(0+4)))	(/(-(+55)(+11))(/4(+04)))	(((55+)(11+)-)(4(04+)/)/)
((4*(6*9))+((2/0)/(8/1)))	(+(*4(*69))(/(/20)(/81)))	((4(69*)*)((20/)(81/)/)+)
(((5+8)*(0/0))+((7+9)-(8-5)))	(+(*(+58)(/00))(-(+79)(-85)))	(((58+)(00/)*)((79+)(85-)-)+)
(((8*3)*1)/((9/6)-(1+1)))	(/(*(*83)1)(-(/96)(+11)))	(((83*)1*)((96/)(11+)-)/)
(((6/8)+(7-6))/((1/3)/(4*0)))	(/(+(/68)(-76))(/(/13)(*40)))	(((68/)(76-)+)((13/)(40*)/)/)
(((6*5)*5)*((7/9)+5))	(*(*(*65)5)(+(/79)5))	(((65*)5*)((79/)5+)*)
((6-(0*3))*((9/5)*8))	(*(-6(*03))(*(/95)8))	((6(03*)-)((95/)8*)*)
(((7*3)+(1*7))-((8+6)*(9/5)))	(-(+(*73)(*17))(*(+86)(/95)))	(((73*)(17*)+)((86+)(95/)*)-)
(((7+5)+(5+9))+4)	(+(+(+75)(+59))4)	(((75+)(59+)+)4+)
((6+(3*7))-((8+9)-(5/0)))	(-(+6(*37))(-(+89)(/50)))	((6(37*)+)((89+)(50/)-)-)
(((0/1)/(4*9))-((4-6)-6))	(-(/(/01)(*49))(-(-46)6))	(((01/)(49*)/)((46-)6-)-)
(((3*5)*(8*4))/((9/2)+(0+5)))	(/(*(*35)(*84))(+(/92)(+05)))	(((35*)(84*)*)((92/)(05+)+)/)
(((7/4)+(3/6))+((3-4)/(8+4)))	(+(+(/74)(/36))(/(-34)(+84)))	(((74/)(36/)+)((34-)(84+)/)+)
(((2/7)*8)+((8*2)/(5/6)))	(+(*(/27)8)(/(*82)(/56)))	(((27/)8*)((82*)(56/)/)+)
(((8*9)+(5*9))+((0+1)+(9/4)))	(+(+(*89)(*59))(+(+01)(/94)))	(((89*)(59*)+)((01+)(94/)+)+)
(((0/0)/3)+((3-4)+(4*9)))	(+(/(/00)3)(+(-34)(*49)))	(((00/)3/)((34-)(49*)+)+)
(((7-0)/(7-9))-(8+(2+4)))	(-(/(-70)(-79))(+8(+24)))	(((70-)(79-)/)(8(24+)+)-)
(((3-5)*(2*3))-((5/3)/4))	(-(*(-35)(*23))(/(/53)4))	(((35-)(23*)*)((53/)4/)-)
((7+(4+5))/((4*6)/(4-5)))	(/(+7(+45))(/(*46)(-45)))	((7(45+)+)((46*)(45-)/)/)
(((4/7)/(9/5))/((7-5)*(0-5)))	(/(/(/47)(/95))(*(-75)(-05)))	(((47/)(95/)/)((75-)(05-)*)/)
((6+(0-6))/(0/(0/4)))	(/(+6(-06))(/0(/04)))	((6(06-)+)(0(04/)/)/)
(((7*5)+(1+6))/((2/9)*7))	(/(+(*75)(+16))(*(/29)7))	(((75*)(16+)+)((29/)7*)/)
(((2*5)+(4+0))+((4*3)+(0*7)))	(+(+(*25)(+40))(+(*43)(*07)))	(((25*)(40+)+)((43*)(07*)+)+)
(((6*9)-(1*5))/(3+(6-1)))	(/(-(*69)(*15))(+3(-61)))	(((69*)(15*)-)(3(61-)+)/)
(((2-6)*(8/2))/(3*(5-6)))	(/(*(-26)(/82))(*3(-56)))	(((26-)(82/)*)(3(56-)*)/)
(((2-8)/(9+6))+((2-3)/2))	(+(/(-28)(+96))(/(-23)2))	(((28-)(96+)/)((23-)2/)+)
(((9+5)/(7-2))-((3/0)*(0*7)))	(-(/(+95)(-72))(*(/30)(*07)))	(((95+)(72-)/)((30/)(07*)*)-)
((7*(1-0))+((9+4)/(9*4)))	(+(*7(-10))(/(+94)(*94)))	((7(10-)*)((94+)(94*)/)+)
(((5-5)/(4-7))+((6*7)/(4/7)))	(+(/(-55)(-47))(/(*67)(/47)))	(((55-)(47-)/)((67*)(47/)/)+)
(((8-0)/(3+5))-((4*0)-(5-9)))	(-(/(-80)(+35))(-(*40)(-59)))	(((80-)(35+)/)((40*)(59-)-)-)
(((0-3)/(2*1))*8)	(*(/(-03)(*21))8)	(((03-)(21*)/)8*)
((0-(6+8))*((3+6)+(2/0)))	(*(-0(+68))(+(+36)(/20)))	((0(68+)-)((36+)(20/)+)*)
((5*(1-3))*((8/9)-(1/4)))	(*(*5(-13))(-(/89)(/14)))	((5(13-)*)((89/)(14/)-)*)
(((5-3)+(0-5))/((1-0)+(1*9)))	(/(+(-53)(-05))(+(-10)(*19)))	(((53-)(05-)+)((10-)(19*)+)/)
(((8-8)+(3*1))/((9/8)/5))	(/(+(-88)(*31))(/(/98)5))	(((88-)(31*)+)((98/)5/)/)
((2+6)-((0-3)/(3+8)))	(-(+26)(/(-03)(+38)))	((26+)((03-)(38+)/)-)
(((1-9)*(8+9))/((0-3)+9))	(/(*(-19)(+89))(+(-03)9))	(((19-)(89+)*)((03-)9+)/)
(((4/6)+(8-3))-((0+6)*(9*8)))	(-(+(/46)(-83))(*(+06)(*98)))	(((46/)(83-)+)((06+)(98*)*)-)
(5-(3*(3/7)))	(-5(*3(/37)))	(5(3(37/)*)-)
(((7*0)*(0/5))*((0-1)-(5/6)))	(*(*(*70)(/05))(-(-01)(/56)))	(((70*)(05/)*)((01-)(56/)-)*)
((0*(5/5))-((9+0)+(6*6)))	(-(*0(/55))(+(+90)(*66)))	((0(55/)*)((90+)(66*)+)-)
(((5*5)*(7-0))-((9*3)/(2-3)))	(-(*(*55)(-70))(/(*93)(-23)))	(((55*)(70-)*)((93*)(23-)/)-)
((6/(7-7))-((3/8)+(4+4)))	(-(/6(-77))(+(/38)(+44)))	((6(77-)/)((38/)(44+)+)-)
((5+(1*1))-(6/(1*8)))	(-(+5(*11))(/6(*18)))	((5(11*)+)(6(18*)/)-)
(((4-0)*9)-((3-9)*(2+1)))	(-(*(-40)9)(*(-39)(+21)))	(((40-)9*)((39-)(21+)*)-)
(((7/6)*(7+0))*((0/1)-(4-2)))	(*(*(/76)(+70))(-(/01)(-42)))	(((76/)(70+)*)((01/)(42-)-)*)
(((6/8)/(5-6))/((5*4)*(7*9)))	(/(/(/68)(-56))(*(*54)(*79)))	(((68/)(56-)/)((54*)(79*)*)/)
((2/3)-(1+(5+0)))	(-(/23)(+1(+50)))	((23/)(1(50+)+)-)
(((7/5)/8)+((3-0)-(8*7)))	(+(/(/75)8)(-(-30)(*87)))	(((75/)8/)((30-)(87*)-)+)
((4+0)*((4+2)/(9*9)))	(*(+40)(/(+42)(*99)))	((40+)((42+)(99*)/)*)
(((8/5)*(2*6))+((3+6)*2))	(+(*(/85)(*26))(*(+36)2))	(((85/)(26*)*)((36+)2*)+)
((7/(2*9))-((8-9)/(3*3)))	(-(/7(*29))(/(-89)(*33)))	((7(29*)/)((89-)(33*)/)-)
(((6-2)/(3*8))+((9+4)+(2+7)))	(+(/(-62)(*38))(+(+94)(+27)))	(((62-)(38*)/)((94+)(27+)+)+)
((7*6)/((0/0)+(8-4)))	(/(*76)(+(/00)(-84)))	((76*)((00/)(84-)+)/)
(((6+0)/(7-3))-((2*1)*(8+8)))	(-(/(+60)(-73))(*(*21)(+88)))	(((60+)(73-)/)((21*)(88+)*)-)
(((0/5)/(2/6))-((9*4)/(2-6)))	(-(/(/05)(/26))(/(*94)(-26)))	(((05/)(26/)/)((94*)(26-)/)-)
(((5-0)-(2+1))-(9*(8*8)))	(-(-(-50)(+21))(*9(*88)))	(((50-)(21+)-)(9(88*)*)-)
(((0-9)-(0*0))/(5-(3+7)))	(/(-(-09)(*00))(-5(+37)))	(((09-)(00*)-)(5(37+)-)/)
(((3/6)/(2/6))/((2-1)-(0-0)))	(/(/(/36)(/26))(-(-21)(-00)))	(((36/)(26/)/)((21-)(00-)-)/)
(((3*1)-(7/4))*((4/7)+(8/6)))	(*(-(*31)(/74))(+(/47)(/86)))	(((31*)(74/)-)((47/)(86/)+)*)
(((5/0)/(1+6))*((1*8)/(8+5)))	(*(/(/50)(+16))(/(*18)(+85)))	(((50/)(16+)/)((18*)(85+)/)*)
(((7+0)/(5-9))+((8+0)-(8/0)))	(+(/(+70)(-59))(-(+80)(/80)))	(((70+)(59-)/)((80+)(80/)-)+)
(((3*8)+(8/9))-((6-9)/2))	(-(+(*38)(/89))(/(-69)2))	(((38*)(89/)+)((69-)2/)-)
(((7*6)/(4*7))+((4/0)-(2/5)))	(+(/(*76)(*47))(-(/40)(/25)))	(((76*)(47*)/)((40/)(25/)-)+)
(((8*0)+(5-3))/((5-7)/(9-4)))	(/(+(*80)(-53))(/(-57)(-94)))	(((80*)(53-)+)((57-)(94-)/)/)
(((6-4)+(1/0))*((7*7)*(2+9)))	(*(+(-64)(/10))(*(*77)(+29)))	(((64-)(10/)+)((77*)(29+)*)*)
(((3*1)/(0*1))*((5/4)-(8-7)))	(*(/(*31)(*01))(-(/54)(-87)))	(((31*)(01*)/)((54/)(87-)-)*)
(((8+5)-(4-5))/(9+(5+4)))	(/(-(+85)(-45))(+9(+54)))	(((85+)(45-)-)(9(54+)+)/)
(((2*6)-(2*3))+((1-4)+(2/8)))	(+(-(*26)(*23))(+(-14)(/28)))	(((26*)(23*)-)((14-)(28/)+)+)
(((1*8)*(5-8))-((0/7)+3))	(-(*(*18)(-58))(+(/07)3))	(((18*)(58-)*)((07/)3+)-)
((4*(7/5))/((8*0)*(9*6)))	(/(*4(/75))(*(*80)(*96)))	((4(75/)*)((80*)(96*)*)/)
(((6+7)/(3-9))/((5+5)*(9*8)))	(/(/(+67)(-39))(*(+55)(*98)))	(((67+)(39-)/)((55+)(98*)*)/)
(((6*6)+(0*1))+(1*(6*6)))	(+(+(*66)(*01))(*1(*66)))	(((66*)(01*)+)(1(66*)*)+)
(((5/0)+(9*0))-((6-7)*(1+0)))	(-(+(/50)(*90))(*(-67)(+10)))	(((50/)(90*)+)((67-)(10+)*)-)
(((8*5)+(5/3))+((8+2)+(3*3)))	(+(+(*85)(/53))(+(+82)(*33)))	(((85*)(53/)+)((82+)(33*)+)+)
((7-(1+4))*(9-(7*8)))	(*(-7(+14))(-9(*78)))	((7(14+)-)(9(78*)-)*)
(((0/5)*(5*5))*((4+8)+6))	(*(*(/05)(*55))(+(+48)6))	(((05/)(55*)*)((48+)6+)*)
(((4*5)-(9+7))/(0+(6/8)))	(/(-(*45)(+97))(+0(/68)))	(((45*)(97+)-)(0(68/)+)/)
(((5*8)+(8-1))*((9/8)/2))	(*(+(*58)(-81))(/(/98)2))	(((58*)(81-)+)((98/)2/)*)
(((9-4)-(8/4))*(5*8))	(*(-(-94)(/84))(*58))	(((94-)(84/)-)(58*)*)
(((1-2)*(9*6))/((1*2)+(9/6)))	(/(*(-12)(*96))(+(*12)(/96)))	(((12-)(96*)*)((12*)(96/)+)/)
((0*7)*((4/6)*(5-1)))	(*(*07)(*(/46)(-51)))	((07*)((46/)(51-)*)*)
